FECHA (YYMMDD);HORA (HHMM);Humedad Relativa (%);
250907;2100;99,025;
250907;2200;100;
250907;2300;100;
250908;0000;100;
250908;0100;100;
250908;0200;100;
250908;0300;100;
250908;0400;100;
250908;0500;100;
250908;0600;100;
250908;0700;100;
250908;0800;98,65;
250908;0900;76,33;
250908;1000;62,56;
250908;1100;56,775;
250908;1200;54,2925;
250908;1300;59,1125;
250908;1400;61,8475;
250908;1500;68,6825;
250908;1600;71,3101;
250908;1700;73,465;
250908;1800;72,0074;
250908;1900;73,6276;
250908;2000;74,1176;
250908;2100;75,7025;
250908;2200;78,635;
250908;2300;86,825;
250909;0000;89,025;
250909;0100;87,5;
250909;0200;84,25;
250909;0300;83,65;
250909;0400;81,5;
250909;0500;79,5651;
250909;0600;82,85;
250909;0700;86,425;
250909;0800;83,075;
250909;0900;83,175;
250909;1000;87,2;
250909;1100;88,575;
250909;1200;91,475;
250909;1300;98,275;
250909;1400;100;
250909;1500;100;
250909;1600;100;
250909;1700;100;
250909;1800;100;
250909;1900;100;
250909;2000;100;
250909;2100;100;
250909;2200;99,2;
250909;2300;90,5;
250910;0000;90,6;
250910;0100;89,075;
250910;0200;89,1;
250910;0300;88,725;
250910;0400;85,8;
250910;0500;86,875;
250910;0600;96,3;
250910;0700;100;
250910;0800;96,8;
250910;0900;85,25;
250910;1000;76,77;
250910;1100;70,1725;
250910;1200;63,82;
250910;1300;62,265;
250910;1400;54,135;
250910;1500;57,74;
250910;1600;49,83;
250910;1700;56,1425;
250910;1800;64,485;
250910;1900;71,8151;
250910;2000;83,84;
250910;2100;90,275;
250910;2200;99,1;
250910;2300;100;
250911;0000;100;
250911;0100;100;
250911;0200;100;
250911;0300;99,65;
250911;0400;100;
250911;0500;100;
250911;0600;100;
250911;0700;100;
250911;0800;100;
250911;0900;100;
250911;1000;82,3676;
250911;1100;60,2225;
250911;1200;41,5225;
250911;1300;44,545;
250911;1400;43,91;
250911;1500;47,605;
250911;1600;43,9075;
250911;1700;49,9575;
250911;1800;68,355;
250911;1900;86,525;
250911;2000;89,475;
250911;2100;91,575;
250911;2200;94,55;
250911;2300;99,275;
250912;0000;100;
250912;0100;100;
250912;0200;100;
250912;0300;100;
250912;0400;100;
250912;0500;100;
250912;0600;100;
250912;0700;100;
250912;0800;100;
250912;0900;100;
250912;1000;100;
250912;1100;89,955;
250912;1200;69,2675;
250912;1300;63,955;
250912;1400;59,665;
250912;1500;55,4375;
250912;1600;66,2975;
250912;1700;69,89;
250912;1800;77,4375;
250912;1900;83,085;
250912;2000;83,625;
250912;2100;90,275;
250912;2200;100;
250912;2300;100;
250913;0000;100;
250913;0100;100;
250913;0200;100;
250913;0300;100;
250913;0400;100;
250913;0500;100;
250913;0600;99,575;
250913;0700;99,75;
250913;0800;95;
250913;0900;77,2675;
250913;1000;62,4675;
250913;1100;56,02;
250913;1200;58,6375;
250913;1300;61,265;
250913;1400;59,06;
250913;1500;56,7075;
250913;1600;57,465;
250913;1700;60,2225;
250913;1800;67,4275;
250913;1900;84,395;
250913;2000;92,825;
250913;2100;95,85;
250913;2200;97,7;
250913;2300;100;
250914;0000;100;
250914;0100;100;
250914;0200;100;
250914;0300;99,225;
250914;0400;99,825;
250914;0500;100;
250914;0600;100;
250914;0700;100;
250914;0800;99,475;
250914;0900;84,475;
250914;1000;64,005;
250914;1100;48,3175;
250914;1200;45,5125;
250914;1300;51,0225;
250914;1400;55,625;
250914;1500;56,035;
250914;1600;57,9075;
250914;1700;62,515;
250914;1800;69,005;
250914;1900;73,7075;
250914;2000;77,7526;
250914;2100;78,605;
250914;2200;80,0551;
250914;2300;85,375;
250915;0000;90,975;
250915;0100;97,075;
250915;0200;100;
250915;0300;100;
250915;0400;100;
250915;0500;100;
250915;0600;100;
250915;0700;100;
250915;0800;100;
250915;0900;93,475;
250915;1000;72,16;
250915;1100;51,6075;
250915;1200;41,1425;
250915;1300;40,375;
250915;1400;38,9325;
250915;1500;44,0725;
250915;1600;46,6425;
250915;1700;51,3925;
250915;1800;59,9025;
250915;1900;62,245;
250915;2000;64,9225;
250915;2100;71,985;
250915;2200;81,525;
250915;2300;86,2;
250916;0000;91,1;
250916;0100;98,175;
250916;0200;100;
250916;0300;100;
250916;0400;100;
250916;0500;100;
250916;0600;100;
250916;0700;100;
250916;0800;100;
250916;0900;92,975;
250916;1000;67,5125;
250916;1100;57,9175;
250916;1200;50,73;
250916;1300;48,015;
250916;1400;49,4;
250916;1500;56,01;
250916;1600;58,5025;
250916;1700;57,575;
250916;1800;67,7325;
250916;1900;78,1851;
250916;2000;86,95;
250916;2100;97,8;
250916;2200;100;
250916;2300;100;
250917;0000;100;
250917;0100;100;
250917;0200;100;
250917;0300;100;
250917;0400;100;
250917;0500;100;
250917;0600;100;
250917;0700;100;
250917;0800;100;
250917;0900;100;
250917;1000;100;
250917;1100;100;
250917;1200;100;
250917;1300;91,675;
250917;1400;81,025;
250917;1500;77,8225;
250917;1600;76,325;
250917;1700;79,3175;
250917;1800;79,11;
250917;1900;81,525;
250917;2000;81,05;
250917;2100;81,0699;
250917;2200;78,1226;
250917;2300;78,5975;
250918;0000;82,7;
250918;0100;77,3925;
250918;0200;76,7526;
250918;0300;75,7025;
250918;0400;75,4175;
250918;0500;75,9301;
250918;0600;75,75;
250918;0700;78,4926;
250918;0800;77,97;
250918;0900;94,175;
250918;1000;92,85;
250918;1100;95,25;
250918;1200;93,125;
250918;1300;87,3;
250918;1400;85,725;
250918;1500;84,175;
250918;1600;86,775;
250918;1700;89,775;
250918;1800;98,4;
250918;1900;100;
250918;2000;100;
250918;2100;100;
250918;2200;100;
250918;2300;100;
250919;0000;100;
250919;0100;100;
250919;0200;100;
250919;0300;100;
250919;0400;100;
250919;0500;100;
250919;0600;100;
250919;0700;100;
250919;0800;100;
250919;0900;100;
250919;1000;100;
250919;1100;100;
250919;1200;100;
250919;1300;100;
250919;1400;100;
250919;1500;100;
250919;1600;100;
250919;1700;100;
250919;1800;100;
250919;1900;100;
250919;2000;100;
250919;2100;99,975;
250919;2200;96,925;
250919;2300;100;
250920;0000;100;
250920;0100;100;
250920;0200;100;
250920;0300;100;
250920;0400;99,9;
250920;0500;100;
250920;0600;100;
250920;0700;100;
250920;0800;97,65;
250920;0900;83,4725;
250920;1000;78,355;
250920;1100;88,8;
250920;1200;94,625;
250920;1300;90,475;
250920;1400;78,605;
250920;1500;75,9525;
250920;1600;79,61;
250920;1700;85,525;
250920;1800;89,6;
250920;1900;94,6;
250920;2000;94,125;
250920;2100;94,9;
250920;2200;98,2;
250920;2300;100;
250921;0000;100;
250921;0100;100;
250921;0200;97,675;
250921;0300;99,95;
250921;0400;100;
250921;0500;100;
250921;0600;100;
250921;0700;91,6;
250921;0800;82,65;
250921;0900;76,705;
250921;1000;70,15;
250921;1100;59,4175;
250921;1200;59,94;
250921;1300;56,82;
250921;1400;53,8275;
250921;1500;54,43;
250921;1600;53,375;
250921;1700;57,3275;
250921;1800;65,45;
250921;1900;75,8375;
250921;2000;81,0074;
250921;2100;88,65;
250921;2200;91,35;
250921;2300;98,875;
250922;0000;100;
250922;0100;100;
250922;0200;100;
250922;0300;100;
250922;0400;100;
250922;0500;100;
250922;0600;99,9;
250922;0700;97,175;
250922;0800;83,785;
250922;0900;70,97;
250922;1000;52,33;
250922;1100;42,82;
250922;1200;42,2975;
250922;1300;42,7;
250922;1400;45,705;
250922;1500;51,0375;
250922;1600;50,58;
250922;1700;56,5225;
250922;1800;63,955;
250922;1900;72,3325;
250922;2000;76,725;
250922;2100;83,975;
250922;2200;90,975;
250922;2300;96,95;
250923;0000;95,35;
250923;0100;96,35;
250923;0200;92,775;
250923;0300;95,075;
250923;0400;95,375;
250923;0500;97,5;
250923;0600;95,425;
250923;0700;80,6775;
250923;0800;73,3676;
250923;0900;59,615;
250923;1000;57,125;
250923;1100;49,82;
250923;1200;45,9775;
250923;1300;47,8;
250923;1400;52,3633;
250923;1500;53,6375;
250923;1600;53,8325;
250923;1700;61,6475;
250923;1800;64,45;
250923;1900;73,8051;
250923;2000;88,05;
250923;2100;89,975;
250923;2200;89,525;
250923;2300;91,7;
250924;0000;93,2;
250924;0100;99,825;
250924;0200;100;
250924;0300;100;
250924;0400;100;
250924;0500;100;
250924;0600;100;
250924;0700;100;
250924;0800;93,125;
250924;0900;67,205;
250924;1000;55,54;
250924;1100;48,25;
250924;1200;45,5725;
250924;1300;34,175;
250924;1400;29,8775;
250924;1500;38,2275;
250924;1600;43,155;
250924;1700;51,245;
250924;1800;66;
250924;1900;82,8025;
250924;2000;89,3;
250924;2100;90,925;
250924;2200;95,625;
250924;2300;99,25;
250925;0000;100;
250925;0100;100;
250925;0200;99,525;
250925;0300;90,4;
250925;0400;93,5;
250925;0500;100;
250925;0600;100;
250925;0700;100;
250925;0800;96,675;
250925;0900;78,2375;
250925;1000;75,1851;
250925;1100;73,78;
250925;1200;70,9301;
250925;1300;66,6949;
250925;1400;66,5551;
250925;1500;67,585;
250925;1600;66,5699;
250925;1700;64,86;
250925;1800;67,8676;
250925;1900;79,3151;
250925;2000;93,45;
250925;2100;100;
250925;2200;100;
250925;2300;100;
250926;0000;100;
250926;0100;100;
250926;0200;100;
250926;0300;98,05;
250926;0400;84,625;
250926;0500;85,325;
250926;0600;93,875;
250926;0700;96,4;
250926;0800;77,1901;
250926;0900;69,8051;
250926;1000;65,3824;
250926;1100;63,3625;
250926;1200;54,91;
250926;1300;58,945;
250926;1400;74,64;
250926;1500;60,2825;
250926;1600;61,3325;
250926;1700;63,41;
250926;1800;72,515;
250926;1900;75,165;
250926;2000;81,5575;
250926;2100;91,45;
250926;2200;90,3;
250926;2300;88,8;
250927;0000;92,075;
250927;0100;98,075;
250927;0200;100;
250927;0300;100;
250927;0400;100;
250927;0500;100;
250927;0600;100;
250927;0700;100;
250927;0800;99,925;
250927;0900;84,8676;
250927;1000;72,8325;
250927;1100;56,7375;
250927;1200;50,2775;
250927;1300;51,0475;
250927;1400;47,375;
250927;1500;51,0675;
250927;1600;52,3625;
250927;1700;58,6375;
250927;1800;68,6125;
250927;1900;72,67;
250927;2000;78,98;
250927;2100;81,775;
250927;2200;86,4;
250927;2300;90,175;
250928;0000;91,975;
250928;0100;97,6;
250928;0200;100;
250928;0300;100;
250928;0400;100;
250928;0500;100;
250928;0600;100;
250928;0700;100;
250928;0800;100;
250928;0900;100;
250928;1000;100;
250928;1100;100;
250928;1200;95,425;
250928;1300;81,735;
250928;1400;84,9;
250928;1500;87,7;
250928;1600;83,1;
250928;1700;83,75;
250928;1800;88,775;
250928;1900;91,8;
250928;2000;89,525;
250928;2100;78,9;
250928;2200;80,8175;
250928;2300;86,9;
250929;0000;93,3;
250929;0100;93,625;
250929;0200;85,725;
250929;0300;83,35;
250929;0400;85,575;
250929;0500;79,115;
250929;0600;76,8676;
250929;0700;87,025;
250929;0800;72,01;
250929;0900;58,1425;
250929;1000;51,395;
250929;1100;40,4175;
250929;1200;41,845;
250929;1300;46,49;
250929;1400;51,52;
250929;1500;47,9475;
250929;1600;48,9925;
250929;1700;50,62;
250929;1800;61,31;
250929;1900;66,1625;
250929;2000;66,65;
250929;2100;67,6176;
250929;2200;71,54;
250929;2300;80,5925;
250930;0000;90,75;
250930;0100;93,175;
250930;0200;96,075;
250930;0300;99,85;
250930;0400;100;
250930;0500;100;
250930;0600;100;
250930;0700;100;
250930;0800;80,015;
250930;0900;54,88;
250930;1000;44,38;
250930;1100;38,7675;
250930;1200;37,0775;
250930;1300;40,6575;
250930;1400;41,2425;
250930;1500;47,1025;
250930;1600;54,4925;
250930;1700;55,365;
250930;1800;57,91;
250930;1900;65,1075;
250930;2000;69,9275;
250930;2100;71,1176;
250930;2200;74,2125;
250930;2300;84,75;
251001;0000;90;
251001;0100;94,675;
251001;0200;99,975;
251001;0300;100;
251001;0400;100;
251001;0500;100;
251001;0600;100;
251001;0700;100;
251001;0800;96,725;
251001;0900;69,8824;
251001;1000;57,065;
251001;1100;53,01;
251001;1200;47,8525;
251001;1300;42,67;
251001;1400;43,065;
251001;1500;45,0375;
251001;1600;47,2125;
251001;1700;50,1675;
251001;1800;62,2075;
251001;1900;70,9926;
251001;2000;79,075;
251001;2100;80,3125;
251001;2200;86;
251001;2300;90,125;
251002;0000;89,675;
251002;0100;93,775;
251002;0200;99,95;
251002;0300;100;
251002;0400;100;
251002;0500;100;
251002;0600;100;
251002;0700;99,775;
251002;0800;86,35;
251002;0900;74,2625;
251002;1000;69,25;
251002;1100;64,0551;
251002;1200;60,44;
251002;1300;56,07;
251002;1400;51,27;
251002;1500;47,305;
251002;1600;50,3725;
251002;1700;58,15;
251002;1800;69,87;
251002;1900;79,5975;
251002;2000;84,1;
251002;2100;87,75;
251002;2200;88,925;
251002;2300;89,025;
251003;0000;92,275;
251003;0100;96,975;
251003;0200;98,85;
251003;0300;97,125;
251003;0400;91;
251003;0500;92,125;
251003;0600;96,775;
251003;0700;90,79;
251003;0800;69,5675;
251003;0900;64,71;
251003;1000;58,8125;
251003;1100;55,27;
251003;1200;53,625;
251003;1300;54,0225;
251003;1400;54,54;
251003;1500;56,84;
251003;1600;58,38;
251003;1700;60,1475;
251003;1800;64,905;
251003;1900;67,9775;
251003;2000;70,1925;
251003;2100;69,8375;
251003;2200;66,8375;
251003;2300;61,8075;
251004;0000;64,1075;
251004;0100;77,5375;
251004;0200;84,825;
251004;0300;90,875;
251004;0400;94,65;
251004;0500;99,8;
251004;0600;100;
251004;0700;100;
251004;0800;100;
251004;0900;94,1;
251004;1000;80,465;
251004;1100;80,9926;
251004;1200;68,7225;
251004;1300;63,63;
251004;1400;57,3;
251004;1500;56,71;
251004;1600;57,0475;
251004;1700;65,0475;
251004;1800;69,5825;
251004;1900;78,4926;
251004;2000;85,225;
251004;2100;81,55;
251004;2200;79,5475;
251004;2300;81,925;
251005;0000;84,55;
251005;0100;88,85;
251005;0200;92,05;
251005;0300;94,475;
251005;0400;99,275;
251005;0500;100;
251005;0600;100;
251005;0700;100;
251005;0800;99,725;
251005;0900;85,95;
251005;1000;78,785;
251005;1100;67,2175;
251005;1200;51,52;
251005;1300;54,18;
251005;1400;55,5725;
251005;1500;54,96;
251005;1600;60,38;
251005;1700;63,07;
251005;1800;64,8925;
251005;1900;73,1075;
251005;2000;69,8575;
251005;2100;69,9675;
251005;2200;75,88;
251005;2300;85,925;
251006;0000;92,25;
251006;0100;95,675;
251006;0200;98,35;
251006;0300;100;
251006;0400;100;
251006;0500;100;
251006;0600;100;
251006;0700;92,45;
251006;0800;63,4675;
251006;0900;45,2625;
251006;1000;40,17;
251006;1100;37,735;
251006;1200;38,8;
251006;1300;42,5525;
251006;1400;42,23;
251006;1500;45,76;
251006;1600;54,1775;
251006;1700;61,35;
251006;1800;63,6425;
251006;1900;71,04;
251006;2000;75,0825;
251006;2100;80,3525;
251006;2200;81,55;
251006;2300;86,025;
251007;0000;95,15;
251007;0100;100;
251007;0200;100;
251007;0300;100;
251007;0400;100;
251007;0500;100;
251007;0600;98,9;
251007;0700;90,625;
251007;0800;76,915;
251007;0900;52,9225;
251007;1000;48,2825;
251007;1100;44,285;
251007;1200;44,5875;
251007;1300;51,705;
251007;1400;52,8025;
251007;1500;53,125;
251007;1600;54,245;
251007;1700;57,4725;
251007;1800;61,4175;
251007;1900;73,635;
251007;2000;78,485;
251007;2100;86,325;
251007;2200;90,1;
251007;2300;93;
251008;0000;99,4;
251008;0100;100;
251008;0200;100;
251008;0300;100;
251008;0400;100;
251008;0500;100;
251008;0600;100;
251008;0700;100;
251008;0800;98,8;
251008;0900;78,9301;
251008;1000;58,325;
251008;1100;42,4175;
251008;1200;46,7525;
251008;1300;41,46;
251008;1400;42,08;
251008;1500;40,935;
251008;1600;45,7775;
251008;1700;55,5125;
251008;1800;68,97;
251008;1900;77,8701;
251008;2000;82,3;
251008;2100;80,8375;
251008;2200;78,135;
251008;2300;79,8475;
251009;0000;83,3;
251009;0100;88,425;
251009;0200;91,3;
251009;0300;96,075;
251009;0400;100;
251009;0500;100;
251009;0600;100;
251009;0700;93,4;
251009;0800;74,325;
251009;0900;62,74;
251009;1000;57,24;
251009;1100;52,975;
251009;1200;49,5475;
251009;1300;48,27;
251009;1400;49,16;
251009;1500;54,4275;
251009;1600;55,84;
251009;1700;59,8225;
251009;1800;64,9926;
251009;1900;73,4976;
251009;2000;75,2875;
251009;2100;82,1949;
251009;2200;89,225;
251009;2300;91,975;
251010;0000;97,225;
251010;0100;100;
251010;0200;100;
251010;0300;100;
251010;0400;100;
251010;0500;100;
251010;0600;100;
251010;0700;100;
251010;0800;100;
251010;0900;87,8;
251010;1000;75,9;
251010;1100;65,425;
251010;1200;59,02;
251010;1300;56,005;
251010;1400;57,2475;
251010;1500;61,43;
251010;1600;66,7975;
251010;1700;72,575;
251010;1800;78,3;
251010;1900;84,25;
251010;2000;98,75;
251010;2100;97,35;
251010;2200;87;
251010;2300;94,75;
251011;0000;91,125;
251011;0100;85,175;
251011;0200;90,075;
251011;0300;92,025;
251011;0400;91,15;
251011;0500;97,875;
251011;0600;100;
251011;0700;99,475;
251011;0800;85,95;
251011;0900;71,4301;
251011;1000;56,9875;
251011;1100;53,7325;
251011;1200;50,5475;
251011;1300;50,0325;
251011;1400;48,0425;
251011;1500;49,26;
251011;1600;50,535;
251011;1700;50,7575;
251011;1800;53,6925;
251011;1900;66,83;
251011;2000;64,4025;
251011;2100;80,1925;
251011;2200;90,9;
251011;2300;86,175;
251012;0000;84,075;
251012;0100;85,775;
251012;0200;87,225;
251012;0300;89,325;
251012;0400;87,75;
251012;0500;89,475;
251012;0600;88,625;
251012;0700;74,925;
251012;0800;57,6075;
251012;0900;48,9675;
251012;1000;45,985;
251012;1100;44,0825;
251012;1200;40,345;
251012;1300;39,1475;
251012;1400;43,145;
251012;1500;53,99;
251012;1600;57,2125;
251012;1700;56,4125;
251012;1800;59,9475;
251012;1900;68,845;
251012;2000;73,4301;
251012;2100;79,1725;
251012;2200;84,95;
251012;2300;89,15;
251013;0000;90,9;
251013;0100;91,6;
251013;0200;95,225;
251013;0300;100;
251013;0400;97,15;
251013;0500;93,825;
251013;0600;97,475;
251013;0700;86,2;
251013;0800;72,67;
251013;0900;58,2075;
251013;1000;49,505;
251013;1100;46,4675;
251013;1200;43,1825;
251013;1300;40,7175;
251013;1400;46,26;
251013;1500;51,3675;
251013;1600;51,5275;
251013;1700;53,24;
251013;1800;60,375;
251013;1900;70,2325;
251013;2000;80,4125;
251013;2100;87,55;
251013;2200;89,075;
251013;2300;86,225;
251014;0000;88,6;
251014;0100;91,35;
251014;0200;95,05;
251014;0300;98,5;
251014;0400;100;
251014;0500;100;
251014;0600;100;
251014;0700;98,675;
251014;0800;89,75;
251014;0900;80,3025;
251014;1000;67,095;
251014;1100;61,62;
251014;1200;57,9375;
251014;1300;54,1925;
251014;1400;59,445;
251014;1500;66,11;
251014;1600;72,1125;
251014;1700;77,745;
251014;1800;81,4225;
251014;1900;83,05;
251014;2000;83,1;
251014;2100;82,95;
251014;2200;82,225;
251014;2300;82;
251015;0000;86;
251015;0100;88,1;
251015;0200;96,55;
251015;0300;93,75;
251015;0400;91,85;
251015;0500;90,675;
251015;0600;96,15;
251015;0700;100;
251015;0800;100;
251015;0900;99,975;
251015;1000;93,45;
251015;1100;95,5;
251015;1200;88,45;
251015;1300;77,6875;
251015;1400;73,3575;
251015;1500;75,4625;
251015;1600;68,3375;
251015;1700;67,5975;
251015;1800;75,9025;
251015;1900;82,825;
251015;2000;82,48;
251015;2100;85,725;
251015;2200;89;
251015;2300;85,325;
251016;0000;90,275;
251016;0100;98;
251016;0200;100;
251016;0300;100;
251016;0400;100;
251016;0500;100;
251016;0600;100;
251016;0700;94,525;
251016;0800;66,42;
251016;0900;51,125;
251016;1000;;
251016;1100;55,4;
251016;1200;59,8351;
251016;1300;;
251016;1400;41,38;
251016;1500;43,6325;
251016;1600;45,835;
251016;1700;47,18;
251016;1800;49,4175;
251016;1900;57,6825;
251016;2000;65,4926;
251016;2100;62,615;
251016;2200;64,1324;
251016;2300;63,18;
251017;0000;65,8075;
251017;0100;67,755;
251017;0200;74,3425;
251017;0300;87,025;
251017;0400;92,9;
251017;0500;94,775;
251017;0600;94,025;
251017;0700;82,54;
251017;0800;70,0601;
251017;0900;60,53;
251017;1000;45,3475;
251017;1100;35,53;
251017;1200;24,4275;
251017;1300;23,945;
251017;1400;33,665;
251017;1500;34,0375;
251017;1600;34,985;
251017;1700;38,6975;
251017;1800;47,265;
251017;1900;58,6675;
251017;2000;69,2975;
251017;2100;76,645;
251017;2200;79,6176;
251017;2300;82,825;
251018;0000;88,7;
251018;0100;87,025;
251018;0200;83,925;
251018;0300;83,375;
251018;0400;88,9;
251018;0500;88,75;
251018;0600;88,8;
251018;0700;86,35;
251018;0800;73,785;
251018;0900;53,865;
251018;1000;48,3875;
251018;1100;44,29;
251018;1200;49,035;
251018;1300;50,56;
251018;1400;40,76;
251018;1500;42,395;
251018;1600;55,86;
251018;1700;51,0225;
251018;1800;61,445;
251018;1900;74,67;
251018;2000;78,59;
251018;2100;82,775;
251018;2200;88,5;
251018;2300;90,375;
251019;0000;90,2;
251019;0100;91,9;
251019;0200;94,1;
251019;0300;96,975;
251019;0400;99,8;
251019;0500;100;
251019;0600;100;
251019;0700;100;
251019;0800;92,975;
251019;0900;80,52;
251019;1000;69,5074;
251019;1100;58,0775;
251019;1200;51,035;
251019;1300;50,0675;
251019;1400;46,8075;
251019;1500;53,5425;
251019;1600;54,0625;
251019;1700;59,555;
251019;1800;68,72;
251019;1900;77,855;
251019;2000;80,0575;
251019;2100;80,645;
251019;2200;81,5026;
251019;2300;75,6025;
251020;0000;79,9275;
251020;0100;82,1125;
251020;0200;89,725;
251020;0300;93,775;
251020;0400;96,65;
251020;0500;100;
251020;0600;100;
251020;0700;99,8;
251020;0800;94,625;
251020;0900;77,585;
251020;1000;71,0475;
251020;1100;62,9;
251020;1200;68,79;
251020;1300;86,475;
251020;1400;95,475;
251020;1500;78,7175;
251020;1600;67,3325;
251020;1700;67,37;
251020;1800;74,675;
251020;1900;82,9449;
251020;2000;85,925;
251020;2100;88,15;
251020;2200;93,225;
251020;2300;98,375;
251021;0000;99,825;
251021;0100;96,075;
251021;0200;94,8;
251021;0300;97,175;
251021;0400;100;
251021;0500;100;
251021;0600;98,675;
251021;0700;84,6;
251021;0800;76,41;
251021;0900;62,3825;
251021;1000;49,3925;
251021;1100;41,6825;
251021;1200;47,5425;
251021;1300;52,6975;
251021;1400;51,4825;
251021;1500;48,3375;
251021;1600;47,41;
251021;1700;49,2975;
251021;1800;52,4925;
251021;1900;56,31;
251021;2000;66,0975;
251021;2100;65,785;
251021;2200;69,165;
251021;2300;74,855;
251022;0000;80,0699;
251022;0100;89,025;
251022;0200;92,7;
251022;0300;97,9;
251022;0400;100;
251022;0500;100;
251022;0600;100;
251022;0700;95,5;
251022;0800;74,7375;
251022;0900;65,7275;
251022;1000;57,0575;
251022;1100;50,36;
251022;1200;47,4733;
251022;1300;42,285;
251022;1400;46,1775;
251022;1500;47,1475;
251022;1600;54,1875;
251022;1700;56,025;
251022;1800;57,845;
251022;1900;58,1225;
251022;2000;62,1325;
251022;2100;66,6324;
251022;2200;70,8075;
251022;2300;69,3199;
251023;0000;71,3575;
251023;0100;73,3824;
251023;0200;76,65;
251023;0300;77,1875;
251023;0400;71,8275;
251023;0500;75,0551;
251023;0600;78,1725;
251023;0700;70,71;
251023;0800;64,2526;
251023;0900;50,89;
251023;1000;47,1525;
251023;1100;47,3825;
251023;1200;52,3125;
251023;1300;55,29;
251023;1400;58,8175;
251023;1500;60,35;
251023;1600;64,25;
251023;1700;58,4;
251023;1800;65,1949;
251023;1900;72,12;
251023;2000;72,0175;
251023;2100;71,355;
251023;2200;69,645;
251023;2300;72,9351;
251024;0000;76,53;
251024;0100;83,475;
251024;0200;86,175;
251024;0300;92;
251024;0400;92,95;
251024;0500;92,125;
251024;0600;90,2;
251024;0700;81,8275;
251024;0800;66,395;
251024;0900;50,785;
251024;1000;40,575;
251024;1100;44,3825;
251024;1200;44,98;
251024;1300;44,9825;
251024;1400;41,98;
251024;1500;43,3325;
251024;1600;42,705;
251024;1700;40,7;
251024;1800;44,295;
251024;1900;50,7525;
251024;2000;53,8975;
251024;2100;56,9325;
251024;2200;60,85;
251024;2300;71,42;
251025;0000;79,535;
251025;0100;84,55;
251025;0200;87;
251025;0300;89,425;
251025;0400;91,875;
251025;0500;94,85;
251025;0600;96,475;
251025;0700;82,2875;
251025;0800;66,175;
251025;0900;47,3725;
251025;1000;38,425;
251025;1100;37,01;
251025;1200;36,9225;
251025;1300;46,955;
251025;1400;53,47;
251025;1500;46,9925;
251025;1600;45,7025;
251025;1700;46,5;
251025;1800;53,6175;
251025;1900;57,6625;
251025;2000;62,005;
251025;2100;63,505;
251025;2200;65,2375;
251025;2300;65,4401;
251026;0000;66,8125;
251026;0100;68,9575;
251026;0200;76,155;
251026;0300;75,1276;
251026;0400;78,25;
251026;0500;82,825;
251026;0600;80,9625;
251026;0700;77,1851;
251026;0800;75,0925;
251026;0900;75,4775;
251026;1000;65,6901;
251026;1100;62,405;
251026;1200;54,305;
251026;1300;53,075;
251026;1400;54,475;
251026;1500;56,3125;
251026;1600;55,48;
251026;1700;60,7625;
251026;1800;65,33;
251026;1900;68,855;
251026;2000;73,1525;
251026;2100;76,3525;
251026;2200;81,0525;
251026;2300;84,525;
251027;0000;87,525;
251027;0100;90,2;
251027;0200;93,6;
251027;0300;99,95;
251027;0400;100;
251027;0500;100;
251027;0600;100;
251027;0700;100;
251027;0800;80,2476;
251027;0900;54,3425;
251027;1000;33,7025;
251027;1100;29,23;
251027;1200;24,475;
251027;1300;19,8125;
251027;1400;18,4375;
251027;1500;16,895;
251027;1600;24,28;
251027;1700;30,335;
251027;1800;39,3975;
251027;1900;41,125;
251027;2000;58,3975;
251027;2100;65,835;
251027;2200;38,7125;
251027;2300;37,41;
251028;0000;46,93;
251028;0100;57,875;
251028;0200;57,4175;
251028;0300;59,44;
251028;0400;67,2825;
251028;0500;69,4725;
251028;0600;65,01;
251028;0700;58,6;
251028;0800;51,615;
251028;0900;41,9725;
251028;1000;33,7525;
251028;1100;29,9225;
251028;1200;38,4925;
251028;1300;33;
251028;1400;36,935;
251028;1500;26,54;
251028;1600;27,96;
251028;1700;30,205;
251028;1800;32,7925;
251028;1900;39,5975;
251028;2000;40,9;
251028;2100;46,045;
251028;2200;37,845;
251028;2300;38,79;
251029;0000;53,4725;
251029;0100;73,4926;
251029;0200;75,7675;
251029;0300;70,8125;
251029;0400;82,16;
251029;0500;86,475;
251029;0600;85;
251029;0700;75,9675;
251029;0800;61,865;
251029;0900;42,19;
251029;1000;35,5475;
251029;1100;39,0875;
251029;1200;42,49;
251029;1300;42,7675;
251029;1400;39,3;
251029;1500;37,7725;
251029;1600;43,3275;
251029;1700;47,3025;
251029;1800;46,32;
251029;1900;57,535;
251029;2000;68,8975;
251029;2100;74,87;
251029;2200;79,3075;
251029;2300;81,05;
251030;0000;85,25;
251030;0100;89,475;
251030;0200;92,6;
251030;0300;94,35;
251030;0400;91,95;
251030;0500;92,825;
251030;0600;92,7;
251030;0700;83,9;
251030;0800;74,425;
251030;0900;69,1425;
251030;1000;62,96;
251030;1100;50,385;
251030;1200;48,53;
251030;1300;48,7675;
251030;1400;53,0675;
251030;1500;50,2725;
251030;1600;48,13;
251030;1700;50,9525;
251030;1800;50,125;
251030;1900;55,1225;
251030;2000;58,05;
251030;2100;64,09;
251030;2200;68,215;
251030;2300;72,1025;
251031;0000;72,9175;
251031;0100;77,1851;
251031;0200;78,8151;
251031;0300;85,725;
251031;0400;87,575;
251031;0500;89,45;
251031;0600;90,975;
